userId,itemSim
1,0.6871651273020607
2,0.4512609350494567
3,0.4002413998787089
4,0.3566705877821281
5,0.7563203771605104
6,0.6377067748259931
7,0.4517758464346376
8,0.560160000000765
9,0.24863621039093656
10,0.6526517393776942
11,0.3993509781089057
12,0.7261257000846293
13,0.6697607140371514
14,0.6286397567305357
15,0.3004163335842502
16,0.5323144135437395
17,0.536229298635638
18,0.5832854119509265
19,0.8136254386063448
20,0.6295953958086631
21,0.7209887769459821
22,0.6017844255265099
23,0.6697808176840094
24,0.4916461797929854
25,0.4118274477004419
26,0.503273584785744
27,0.413210847833213
28,0.474396633359753
29,0.7063141005720859
30,0.40882642521461054
31,0.506096617238217
32,0.8280507077882466
33,0.7490196767113836
34,0.7847591741154322
35,0.519447183994798
36,0.5011337185945786
37,0.3483392030034017
38,0.8549774760695628
39,0.5238416031093255
40,0.4112150680062987
41,0.5894492015597236
42,0.754942801824999
43,0.8441182324109089
44,0.7061218971406058
45,0.7160293237641798
46,0.39594771283326274
47,0.6257666767232287
48,0.6120209837005379
49,0.6004770510087362
50,0.427664052462947
51,0.7335717463815958
52,0.5305039039409338
53,0.6689942077145496
54,0.3910084715539584
55,0.5775598696405383
56,0.648468923015034
57,0.7868303062735961
58,0.7662519064768906
59,0.649833425470103
60,0.5877315424482947
61,0.580130969822167
62,0.3990994788497025
63,0.604829039156229
64,0.7500059553040821
65,0.7278924098198788
66,0.6746450013524726
67,0.1828854278393516
68,0.7251428240216925
69,0.2842722975638393
70,0.6053309953980541
71,0.5182972908485095
72,0.5831736207531681
73,0.6771937397979825
74,0.5143189413591934
75,0.6762263974330802
76,0.6541134733818008
77,0.6410398992036977
78,0.2932170763983456
79,0.584187917978402
80,0.3965998892160054
81,0.6448506063325044
82,0.6719014032188906
83,0.36773983475884703
84,0.6424212224799486
85,0.5411916855945599
86,0.7395919028770352
87,0.23841713433227857
88,0.41219106558899365
89,0.7044406762813697
90,0.6394423258508573
91,0.7353888656459998
92,0.7562824854035417
93,0.37984259701057216
94,0.6919499732443496
95,0.6348016307299804
96,0.7698288294965291
97,0.6874229847760353
98,0.5914931387072975
99,0.5855933758320349
100,0.8210718017448093
101,0.3921638782786416
102,0.5266737925035055
103,0.7128322742783892
104,0.710767579965271
105,0.6479845722331327
106,0.5191053912606222
107,0.4948351971319717
108,0.8328536137957627
109,0.7593028495985509
110,0.5717489205985484
111,0.2972279262471437
112,0.76150367899125
113,0.7042015945063201
114,0.5034010467842215
115,0.7028164322002397
116,0.7189285205584359
117,0.5489618159272873
118,0.2341022544730552
119,0.7395442892181159
120,0.4279901279323414
121,0.8146814098203071
122,0.4036712760182163
123,0.5987949452442964
124,0.5979259613427824
125,0.5405608853913403
126,0.7135826349207823
127,0.6077002525412295
128,0.5602773640900581
129,0.5376113203108196
130,0.4313705947285593
131,0.513750936182365
132,0.7608906681292789
133,0.8444972345697341
134,0.3282840045924873
135,0.7300570149923246
136,0.6045194626302252
137,0.6217123327715348
138,0.0
139,0.5786481604496931
140,0.5371271082156782
141,0.7989424611731025
142,0.7572113992019621
143,0.4467334116181742
144,0.8094684461534658
145,0.8139393246490895
146,0.45669281420126506
147,0.37287469558063585
148,0.7890785549656949
149,0.5771836834053378
150,0.5883637277901929
151,0.7569227417694955
152,0.4264078856654626
153,0.6863550893567002
154,0.666211176333219
155,0.7430442118491556
156,0.5576437539729424
157,0.4904843091417612
158,0.666089569481163
159,0.7276967614134696
160,0.5878266839344456
161,0.43146430762638555
162,0.42284022141075245
163,0.5912953701730386
164,0.2017710877398819
165,0.7430789541066296
166,0.4182338743301478
167,0.6067569584382679
168,0.542670154360235
169,0.6937588889476194
170,0.5557471823431807
171,0.5030572191682223
172,0.37412183728882675
173,0.641169879428445
174,0.6717409283181012
175,0.5237753221027857
176,0.5487712248748562
177,0.7936798007552387
178,0.9846267304814638
179,0.6688289192039878
180,0.5041877250779538
